,taxroll_number,net_area,basement_finished,has_garage,has_fireplace,assessed_value,lot_size,building_count,walkout_basement,air_conditioning,valuation_group,tot_gross_area_description,lon,lat
20367,9998318,174.0,0,1,1,428500,446.844,1,0,0,1,209.3,-113.4140518,53.61500186
20368,9998308,128.1,1,1,1,412500,447.077,1,0,0,1,167.1,-113.4148601,53.61500582
20369,9998317,170.2,1,1,1,414500,432.184,1,0,0,1,205.5,-113.4140442,53.61511415
20370,9998309,141.9,0,1,1,431000,432.523,1,0,0,1,184.0,-113.4148661,53.61511368
20371,9998316,215.2,0,1,1,467000,423.768,1,0,0,1,251.1,-113.4140015,53.61524424
20372,9998310,115.9,1,1,1,410000,441.448,1,0,0,1,155.1,-113.4149079,53.61524867
20373,9998315,267.8,0,1,1,587000,678.316,1,0,0,1,310.7,-113.4140274,53.61538364
20374,9998311,168.9,0,1,1,479000,682.05,1,0,0,1,207.3,-113.4149743,53.61544668
20375,9998312,180.1,0,1,1,465500,752.213,1,0,0,1,241.0,-113.4148223,53.61555377
20376,9998313,133.5,1,1,1,422500,517.23,1,0,0,1,180.3,-113.4144538,53.61552052
20377,7370653,140.22,1,1,1,512500,850.816,1,0,0,2,178.62,-113.5472927,53.48683786
20378,7370638,189.09,0,1,1,577500,836.082,1,0,0,2,233.62,-113.5475576,53.48669958
20379,7370612,187.08,0,1,1,578500,836.057,1,0,1,2,231.61,-113.5477939,53.4865522
20380,7370760,0.0,0,0,0,480000,835.307,0,0,0,4,0.0,-113.5474961,53.48599843
20381,7370596,204.56,1,1,1,644500,858.365,1,0,0,2,247.44,-113.5480333,53.48640034
20382,7370786,281.37,1,1,1,741000,835.383,1,0,0,2,326.17,-113.5477324,53.48584656
20383,7370828,192.6,0,1,1,626000,835.532,1,0,0,2,239.58,-113.548205,53.48554732
20384,7369846,114.2,1,1,1,563500,762.31,1,0,0,2,161.77,-113.5490878,53.48570341
20385,7932395,159.81,1,1,1,553500,1009.305,1,0,0,3,203.21,-113.5629001,53.48655224
20386,7931488,205.4,0,1,1,776500,1895.002,1,0,0,3,251.9,-113.562386,53.48709401
20387,7931470,217.99,1,1,1,986500,1511.727,1,0,0,3,281.17,-113.5629169,53.48713864
20388,7932403,219.82,0,1,1,606000,845.269,1,0,0,3,293.52,-113.563265,53.48658952
20389,7931462,223.12,1,1,1,781000,1323.276,1,0,1,3,267.04,-113.5634131,53.48714045
20390,7932411,181.82,0,1,1,563500,891.991,1,0,0,3,219.58,-113.5636491,53.48658867
20391,7931454,188.4,0,1,1,732500,1323.326,1,0,0,3,238.77,-113.5638492,53.48713755
20392,7932429,130.88,0,1,1,509500,892.02,1,0,0,3,171.75,-113.5640164,53.48658777
20393,7931439,185.44,0,1,1,636000,1323.381,1,0,0,3,236.36,-113.5647215,53.48713624
20394,7932445,192.66,0,1,0,560000,881.647,1,0,0,3,231.7,-113.564751,53.48658595
20395,7931413,186.24,1,1,1,584000,766.189,1,0,0,3,235.15,-113.5651348,53.48713325
20396,7932122,123.12,0,1,1,476000,594.763,1,0,0,3,163.99,-113.5652796,53.4866665
20397,7941495,123.44,1,1,1,528000,657.505,1,0,0,3,172.35,-113.5682629,53.48700531
20398,7941115,147.32,1,1,1,591000,693.911,1,0,0,3,204.99,-113.5676731,53.4873761
20399,7941487,135.8,0,1,1,513500,696.228,1,0,0,3,188.73,-113.5685363,53.48701303
20400,7941107,225.4,1,1,1,618000,739.285,1,0,0,3,278.69,-113.5679013,53.48746229
20401,7941099,208.93,1,1,1,584500,764.117,1,0,0,3,257.84,-113.5681481,53.48749688
20402,7941461,127.16,1,1,0,493500,557.449,1,0,0,3,174.06,-113.5690636,53.48701044
20403,7941073,134.83,0,1,1,498000,579.439,1,0,0,3,183.74,-113.5687011,53.48752134
20404,7941065,99.86,0,1,1,472000,579.723,1,0,0,3,148.77,-113.5689398,53.4875222
20405,7941057,120.17,0,1,1,478000,579.685,1,0,0,3,169.08,-113.5691786,53.48751857
20406,7949050,153.34,1,1,1,503000,811.046,1,0,0,3,196.22,-113.5808596,53.48689963
20407,7949043,163.28,0,1,1,489000,846.701,1,0,0,3,204.78,-113.5806408,53.48708083
20408,7949035,138.59,1,1,1,483500,760.668,1,0,0,3,175.8,-113.5806435,53.48725157
20409,7949027,218.96,0,1,1,522500,753.896,1,0,0,3,261.84,-113.5806293,53.48741327
20410,7948946,146.39,0,1,1,472000,902.568,1,0,0,3,189.27,-113.5807304,53.48812802
20411,7948938,233.45,0,1,1,565500,948.685,1,0,0,3,315.85,-113.5811761,53.48812958
20412,7948920,117.61,1,1,1,598000,1141.033,1,0,1,3,165.79,-113.5814581,53.48812608
20413,7948870,310.79,1,1,1,722500,680.023,1,0,1,3,351.66,-113.5815092,53.48772188
20414,7948862,161.9,1,1,1,491500,680.288,1,0,0,3,193.6,-113.5815105,53.48755565
20415,7948854,257.51,0,1,1,670500,682.478,1,0,0,3,321.51,-113.5815252,53.48740293
20416,7948847,247.3,1,1,1,657500,713.431,1,0,0,3,296.4,-113.5815423,53.48724124
20417,7948821,164.69,0,1,1,464000,631.036,1,0,0,3,205.56,-113.5814554,53.48694889
20418,7948813,217.27,0,1,1,537000,615.218,1,0,0,3,268.65,-113.5817184,53.48693858
20419,7948789,160.73,1,1,1,475000,612.755,1,0,0,3,206.96,-113.582237,53.4869359
20420,7694912,217.0,1,1,1,554500,683.004,1,0,0,3,266.0,-113.5810391,53.48642849
20421,7694896,240.3,0,1,1,673000,736.686,1,0,1,3,299.83,-113.5813194,53.48644295
20422,7694870,245.7,0,1,0,547000,696.381,1,0,0,3,302.64,-113.5816373,53.48644406
20423,7694839,203.2,0,1,1,529500,668.495,1,0,0,3,253.36,-113.582208,53.48644157
20424,4088829,217.45,0,1,1,466500,556.89,1,0,0,0,264.17,-113.4152202,53.47979912
20425,4087953,173.05,0,1,1,470500,705.94,1,0,0,0,219.95,-113.4158779,53.47945637
20426,4088837,220.26,0,1,1,466500,561.23,1,0,0,0,261.22,-113.4153017,53.47992083
20427,4087946,213.35,1,1,1,485500,624.29,1,0,0,0,256.42,-113.4160074,53.47960527
20428,4088845,184.98,1,1,1,455500,627.08,1,0,0,0,227.86,-113.4153271,53.48006923
20429,4088852,194.02,0,1,1,449500,599.88,1,0,0,0,234.89,-113.4153365,53.48022653
20430,4087920,210.05,1,1,1,477000,593.17,1,0,0,0,254.58,-113.4161399,53.47989797
20431,4088860,222.06,1,1,1,479500,582.14,1,0,0,0,264.94,-113.415288,53.48038804
20432,4087912,212.17,0,1,1,480500,584.71,1,0,0,0,258.89,-113.4161899,53.48005098
20433,4087896,202.18,0,1,1,448000,534.6,1,0,0,0,240.58,-113.4161928,53.48019926
20434,4088886,176.93,0,1,1,440500,671.56,1,0,0,0,214.14,-113.4151403,53.48067488
20435,4088894,210.91,1,1,1,480000,670.6,1,0,0,0,255.8,-113.4150851,53.48082288
20436,4088910,216.65,1,1,1,492500,815.8,1,0,0,0,257.52,-113.4151149,53.48104768
20437,4088928,286.53,1,1,1,594500,898.55,1,0,0,0,335.44,-113.4148984,53.48110727
20438,4087730,170.22,0,1,1,439500,695.32,1,0,0,0,214.02,-113.4158416,53.48106471
20439,4087722,283.74,0,1,1,601000,974.91,1,0,0,0,336.67,-113.4161851,53.48109335
20440,4088944,240.21,0,1,1,488500,864.07,1,0,0,0,289.12,-113.4147904,53.48158076
20441,4087714,220.16,0,1,1,470500,746.01,1,0,0,0,266.88,-113.4163008,53.48124892
20442,4088951,190.3,1,1,1,461500,854.44,1,0,0,0,234.46,-113.4150311,53.48169652
20443,4087672,195.71,0,1,1,445000,718.43,1,0,0,0,240.51,-113.4158338,53.48165551
20444,5064985,71.89,1,0,0,231000,574.352,1,0,0,1,97.17,-113.4172949,53.57104934
20445,10503090,168.7,0,1,1,354500,288.905,1,0,0,1,203.2,-113.4172946,53.5711548
20446,5064621,64.54,0,1,0,192500,576.171,1,0,0,1,99.3,-113.4164198,53.57125624
20447,5065040,80.53,1,1,0,274000,574.751,1,0,0,1,161.83,-113.4172942,53.57132341
20448,5065073,71.89,1,1,0,244500,576.252,1,0,0,1,107.48,-113.4172938,53.57146269
20449,5064530,117.26,1,1,0,342000,864.136,1,0,0,1,195.37,-113.4164191,53.57156626
20450,5065107,76.63,1,1,0,266000,577.011,1,0,0,1,134.3,-113.4172935,53.57159748
20451,5064506,94.31,1,1,0,292500,576.066,1,0,0,1,147.6,-113.4164187,53.57173699
20452,5065941,71.89,1,0,0,217000,740.34,1,0,0,1,71.89,-113.4172923,53.57207373
20453,5066576,103.4,1,1,0,302000,578.986,1,0,0,1,147.93,-113.416418,53.57205599
20454,5065917,71.89,1,1,0,263500,575.693,1,0,0,1,93.85,-113.4172919,53.57223098
20455,5066543,97.44,0,1,0,277500,578.971,1,0,0,1,126.25,-113.4164178,53.57219078
20456,5066519,70.84,1,1,0,263000,575.505,1,0,0,1,133.25,-113.4164174,53.57233006
20457,5065883,71.89,1,1,0,259500,575.674,1,0,0,1,129.56,-113.4172916,53.57236577
20458,5066485,89.87,1,1,0,276000,575.489,1,0,0,1,134.4,-113.4164171,53.57246485
20459,5065859,71.89,1,1,0,256500,575.709,1,0,0,1,115.34,-113.4172913,53.57250056
20460,5066451,70.08,1,1,0,267000,575.474,1,0,0,1,136.98,-113.4164168,53.57260413
20461,5065826,71.89,0,1,0,248000,529.267,1,0,0,1,124.82,-113.417268,53.57263973
20462,5065792,79.22,1,1,0,263000,575.627,1,0,0,1,120.09,-113.4172906,53.57277463
20463,5066428,100.28,1,1,0,319000,575.443,1,0,0,1,153.57,-113.4164165,53.57273892
20464,5066360,149.88,1,1,0,393500,863.131,1,0,1,1,239.9,-113.4164162,53.57290965
20465,5065768,79.22,1,1,0,269000,575.65,1,0,0,1,128.13,-113.4172903,53.57291391
20466,5066337,70.84,1,1,0,248000,575.416,1,0,0,1,99.65,-113.4164157,53.57308038
20467,5065701,106.05,1,1,0,298500,575.641,1,0,0,1,134.86,-113.4172897,53.57318798
20468,5066279,75.77,1,1,0,256500,609.884,1,0,0,1,108.6,-113.4164151,53.57335894
20469,9987427,153.6,1,1,1,448500,518.081,1,0,1,2,203.7,-113.653137,53.48614277
20470,9987426,175.8,1,1,1,451000,415.798,1,0,1,2,219.5,-113.6533845,53.48613225
20471,9987375,105.3,1,1,1,425500,474.77,1,0,0,2,151.1,-113.6533556,53.48567388
20472,9987425,99.1,1,1,0,391000,416.411,1,0,0,2,135.8,-113.653569,53.48613279
20473,9987376,99.2,1,1,0,392500,416.312,1,0,0,2,136.1,-113.653557,53.48567447
20474,9987424,140.9,1,1,1,417500,416.401,1,0,0,2,189.9,-113.6537535,53.48613332
20475,9987423,148.2,1,1,1,426000,416.389,1,0,0,2,196.4,-113.653938,53.48613386
20476,9987378,122.7,1,1,1,419500,416.313,1,0,0,2,163.6,-113.653926,53.48567554
20477,9987422,171.0,0,1,1,464000,416.376,1,0,0,2,220.0,-113.6541225,53.48613439
20478,9987379,109.3,0,1,0,401000,416.314,1,0,0,2,151.5,-113.6541105,53.48567607
20479,9987421,144.7,1,1,1,417000,416.363,1,0,0,2,182.9,-113.654307,53.48613493
20480,9987380,181.3,0,1,1,439500,416.316,1,0,0,2,219.3,-113.6542951,53.4856766
20481,9987420,155.3,0,1,1,422500,416.352,1,0,0,2,193.7,-113.6544915,53.48613546
20482,9987381,125.6,1,1,1,442500,416.316,1,0,0,2,166.5,-113.6544795,53.48567714
20483,9987382,107.3,0,1,0,402500,449.919,1,0,0,2,142.9,-113.6546753,53.4856777
20484,4088118,225.54,0,1,1,522000,1209.28,1,0,0,0,276.94,-113.4174246,53.47880344
20485,4088092,236.59,0,1,0,484500,855.69,1,0,0,0,277.46,-113.4175229,53.47894769
20486,4088084,218.94,0,1,1,479500,746.49,1,0,0,0,266.39,-113.4174553,53.47915405
20487,4088076,238.06,0,1,1,486500,753.56,1,0,0,0,275.27,-113.4174729,53.47931139
20488,4087995,205.44,0,1,1,471500,876.8,1,0,0,0,244.97,-113.4165577,53.47955854
20489,4088068,232.73,0,1,1,481500,655.1,1,0,0,0,281.18,-113.4175023,53.47945531
20490,4088019,188.43,1,1,1,482000,858.14,1,0,0,0,233.32,-113.4166075,53.47976546
20491,4088027,258.19,0,1,1,625000,1094.63,1,0,0,0,332.59,-113.416747,53.47993014
20492,4088043,274.07,0,1,1,616500,1109.68,1,0,0,0,336.12,-113.4175245,53.47986204
20493,4088035,188.84,0,1,1,460500,903.04,1,0,0,0,227.88,-113.4172948,53.47993506
20494,9998357,153.3,0,1,1,447000,476.02,1,0,0,1,196.0,-113.4167745,53.61478153
20495,9998284,149.1,0,1,1,453500,700.12,1,0,0,1,193.6,-113.4177053,53.61451199
20496,9998285,128.2,1,1,1,424500,525.544,1,0,0,1,167.2,-113.4176217,53.61470478
20497,9998355,112.0,0,1,1,380500,428.588,1,0,0,1,148.2,-113.4167741,53.61501066
20498,9998286,176.1,0,1,1,460500,491.266,1,0,0,1,219.3,-113.4175831,53.61485286
20499,9998354,197.7,0,1,1,460000,476.015,1,0,0,1,242.0,-113.4167739,53.61512748
20500,9998287,128.3,1,1,1,420000,493.99,1,0,0,1,167.3,-113.4175828,53.61496967
20501,9998288,179.8,0,1,1,448500,484.81,1,0,0,1,224.3,-113.4175854,53.6150865
20502,9998290,168.6,1,1,1,477000,565.594,1,0,0,1,204.8,-113.4176284,53.61537876
20503,10296274,151.3,0,1,0,338000,1059.333,1,0,0,0,191.9,-113.4252198,53.42849838
20504,10292281,146.4,0,1,0,329500,503.009,1,0,0,0,187.2,-113.4258522,53.42801167
20505,10292255,130.3,0,1,0,350000,327.175,1,0,0,0,160.2,-113.4256862,53.4284804
20506,10292254,134.9,1,1,0,360000,308.415,1,0,0,0,163.5,-113.4258165,53.42846081
20507,10292280,182.0,0,1,0,462000,405.122,1,0,0,0,222.9,-113.4260719,53.42800149
20508,10292252,134.4,0,1,0,348500,275.524,1,0,0,0,164.3,-113.4260755,53.42846879
20509,10292279,165.2,0,1,0,434000,363.823,1,0,0,0,209.8,-113.4262472,53.42800233
20510,10292251,130.3,0,1,0,345000,261.933,1,0,0,0,160.2,-113.4261935,53.42846936
20511,10292250,134.8,0,1,0,348000,261.937,1,0,0,0,163.4,-113.4263064,53.4284699
20512,10292278,181.7,0,1,1,381000,384.81,1,0,0,0,222.5,-113.4264081,53.42800311
20513,10292248,134.4,0,1,0,194500,261.947,1,0,0,0,164.3,-113.426532,53.42846649
20514,10292277,164.2,0,1,0,439500,363.822,1,0,0,0,205.1,-113.4265691,53.42799939
20515,10292247,130.3,0,1,0,345000,261.953,1,0,0,0,160.2,-113.4266448,53.42846703
20516,10292276,147.9,0,1,0,197000,384.818,1,0,0,0,196.9,-113.42673,53.42800016
20517,10292245,134.4,0,1,0,160000,262.027,1,0,0,0,163.0,-113.4268705,53.42846812
20518,10292243,132.9,1,1,0,355000,262.051,1,0,0,0,162.8,-113.4270961,53.4284692
20519,10292242,134.8,1,1,0,356000,261.948,1,0,0,0,163.4,-113.4272089,53.42846974
20520,10292273,147.9,1,1,0,428500,363.869,1,0,0,0,188.7,-113.4272129,53.42800248
20521,10292241,134.4,0,1,0,141500,262.005,1,0,0,0,163.0,-113.4273217,53.42847028
20522,10292239,150.7,0,1,0,375000,297.62,1,0,0,0,189.5,-113.4275552,53.42846691
20523,10292238,151.3,0,1,0,376500,297.609,1,0,0,0,191.9,-113.4276833,53.42846752
20524,10292271,210.2,0,1,1,369500,384.882,1,0,0,0,251.0,-113.4275393,53.42799955
20525,10292237,155.5,0,1,0,378500,297.601,1,0,0,0,194.3,-113.4278115,53.42846813
20526,10292235,172.7,0,0,1,299000,408.637,1,0,0,0,172.7,-113.4281651,53.42852599
20527,10068283,201.8,1,1,1,484500,382.906,1,0,0,0,247.9,-113.4327997,53.42851888
20528,10068282,203.5,0,1,1,485000,410.134,1,0,0,0,244.4,-113.4329764,53.42850624
20529,10068281,162.3,0,1,1,430500,390.038,1,0,0,0,203.2,-113.4331486,53.42850706
20530,10068280,160.6,0,1,1,428000,390.04,1,0,0,0,199.4,-113.4333163,53.42850786
20531,10068279,189.4,0,1,1,453000,390.04,1,0,0,0,230.4,-113.4334839,53.42850865
20532,10068376,164.0,0,1,1,437000,428.723,1,0,0,0,204.9,-113.4339872,53.42849082
20533,10068375,210.7,0,1,1,494000,458.612,1,0,0,0,251.6,-113.4341548,53.42847813
20534,1069590,196.02,1,1,1,1052500,4029.972,1,1,0,0,405.95,-113.5046452,53.42810606
20535,1069582,237.23,0,1,1,772000,4105.59,1,0,0,0,450.39,-113.5053399,53.42812242
20536,1069574,171.39,1,1,1,767500,4071.9,1,0,0,0,269.21,-113.5059819,53.42810261
20537,1069566,203.22,1,1,1,937500,4430.871,1,0,0,0,307.34,-113.5066154,53.42814567
20538,1069525,475.2,1,1,1,1488500,4758.223,1,0,0,0,629.23,-113.5090191,53.42820275
20539,1069517,241.64,1,1,1,843000,5627.225,1,0,0,0,309.89,-113.5094778,53.42838661
20540,1069509,263.36,1,1,1,1068000,4581.211,1,0,0,0,394.12,-113.5099314,53.42887148
20541,1069491,412.05,1,1,1,862000,4621.126,1,0,0,0,619.04,-113.5105189,53.42879526
20542,1069483,221.2,0,1,1,708500,4602.002,1,0,0,0,307.32,-113.511265,53.42872193
20543,1069475,230.37,0,1,1,633000,4601.971,1,0,0,0,302.26,-113.5118842,53.42872221
20544,1069459,130.65,1,1,1,716500,4372.858,1,0,0,0,227.57,-113.513216,53.42867598
20545,1069442,686.6,1,1,1,1969000,4316.929,1,1,1,0,898.6,-113.5138157,53.4285616
20546,1069426,166.83,1,1,1,544000,4684.104,1,0,1,0,238.37,-113.5151848,53.42868623
20547,7941313,103.7,1,1,1,460000,613.314,1,0,0,3,152.61,-113.5668075,53.4873797
20548,7941321,120.56,1,1,1,437000,613.849,1,0,0,3,169.47,-113.5669963,53.48747923
20549,7940703,138.7,0,1,1,505000,728.569,1,0,0,3,187.61,-113.5667359,53.48801745
20550,7941354,135.73,0,1,1,499000,732.713,1,0,0,3,184.64,-113.5674051,53.48773682
20551,7941362,131.6,1,1,1,558000,941.74,1,0,0,3,215.47,-113.5675494,53.48790583
20552,7941388,139.51,0,1,1,530000,602.777,1,0,0,3,176.36,-113.5682225,53.48790602
20553,7941396,162.29,1,1,1,536000,590.919,1,0,0,3,211.2,-113.5684701,53.48790691
20554,7940661,124.03,0,1,1,534000,645.69,1,0,0,3,168.56,-113.5683525,53.48834006
20555,7941404,159.5,1,1,1,562000,590.901,1,0,0,3,208.41,-113.5687136,53.4879033
20556,7941412,112.13,1,1,1,460500,590.911,1,0,0,3,161.04,-113.568957,53.48790417
20557,7941420,146.12,0,1,1,513500,590.895,1,0,0,3,195.03,-113.5692004,53.48790505
20558,7942246,175.51,1,1,1,531000,581.184,1,0,0,3,218.39,-113.5695782,53.4883355
20559,9050188,104.09,1,1,1,374500,552.103,1,0,0,2,153.0,-113.4192963,53.54925449
20560,9050162,104.09,1,1,1,366500,583.587,1,0,0,2,135.48,-113.4193935,53.54938077
20561,9050121,119.11,1,1,1,395000,530.184,1,0,0,2,176.73,-113.4194886,53.54956095
20562,9050105,104.09,1,1,0,373500,574.349,1,0,0,2,148.62,-113.4196351,53.5496695
20563,9050089,87.75,1,0,0,332500,590.924,1,0,0,2,87.75,-113.4197542,53.54979588
20564,9050063,104.09,1,1,0,374000,557.472,1,0,0,2,154.63,-113.419875,53.54991777
20565,9049982,103.34,1,1,1,374000,557.482,1,0,0,2,147.87,-113.4203409,53.55042774
20566,9049966,104.09,1,1,1,372000,557.47,1,0,0,2,132.9,-113.4204508,53.55054959
20567,9049941,87.75,1,1,1,351500,568.608,1,0,0,2,116.56,-113.4205618,53.55067144
20568,7373947,178.0,1,1,1,571500,715.605,1,0,0,2,218.87,-113.5443153,53.48839686
20569,7373962,134.4,1,1,1,538000,724.111,1,0,0,2,183.31,-113.5446135,53.488398
20570,7373988,174.56,1,1,1,526000,724.063,1,0,0,2,223.47,-113.5449118,53.48839464
20571,7374044,130.46,1,1,0,511500,668.331,1,0,0,2,172.0,-113.5455198,53.48839696
20572,7374069,169.45,0,1,1,555000,724.003,1,0,0,2,208.49,-113.5458066,53.4883958
20573,7374085,192.36,1,1,1,595000,723.956,1,0,0,2,235.06,-113.5461049,53.48839469
20574,7374101,180.17,1,1,1,589500,723.945,1,0,0,2,229.08,-113.5464031,53.48839582
20575,7374127,166.9,0,1,1,565500,668.223,1,0,0,2,192.36,-113.5466899,53.48839691
20576,7373517,345.4,1,1,1,993500,1318.716,1,0,0,2,408.7,-113.5473863,53.48775479
20577,7373491,220.26,0,1,1,636000,1441.719,1,0,0,2,273.19,-113.5477868,53.48785516
20578,7374200,212.48,1,1,1,604500,866.09,1,0,0,2,253.35,-113.547653,53.48849491
20579,7373459,133.04,1,1,1,509500,743.47,1,0,0,2,173.91,-113.5482382,53.48813094
20580,7932999,244.86,1,1,1,838000,1803.292,1,0,0,3,296.32,-113.5634297,53.48820312
20581,7932585,206.88,0,1,1,586500,870.395,1,0,0,3,245.92,-113.5637807,53.48878625
20582,7932593,222.76,0,1,1,616500,870.396,1,0,0,3,268.02,-113.564101,53.48867958
20583,7932601,193.33,1,1,1,603000,870.439,1,0,0,3,252.29,-113.5644212,53.48857292
20584,7932619,250.04,0,1,1,656000,976.517,1,0,0,3,299.19,-113.5647011,53.4884706
20585,7940612,191.26,1,1,1,605500,1087.383,1,0,0,3,230.94,-113.5684769,53.48903244
20586,7940604,125.28,1,1,1,526500,662.582,1,0,0,3,178.21,-113.5688305,53.48906741
20587,7942279,97.1,0,1,1,468000,588.872,1,0,0,3,146.01,-113.5691113,53.48866181
20588,7940596,143.5,1,1,1,529500,612.404,1,0,0,3,186.28,-113.5691495,53.48905508
20589,7940562,200.85,0,1,1,563500,633.317,1,0,0,3,249.76,-113.5695215,53.48905642
20590,7940554,124.03,0,1,1,511000,662.29,1,0,0,3,172.94,-113.569843,53.48906207
20591,7940539,182.47,1,1,1,552000,973.66,1,0,0,3,224.71,-113.5701763,53.48903407
20592,7948375,191.1,0,0,1,436500,664.139,1,0,0,3,191.1,-113.5816318,53.48941843
20593,3730116,210.57,0,1,1,504000,848.58,1,0,0,2,255.1,-113.6487899,53.48693433
20594,3730124,225.6,1,1,1,520000,696.0,1,0,0,2,266.47,-113.6491083,53.48694649
20595,3730132,234.17,0,0,1,494000,556.05,1,0,0,2,234.17,-113.649399,53.48696083
20596,3730157,213.1,0,1,1,505500,603.64,1,0,0,2,253.97,-113.649904,53.48695781
20597,3730165,193.39,1,1,1,497500,603.67,1,0,0,2,243.39,-113.6501565,53.48695855
20598,3730637,199.33,0,1,1,487500,603.24,1,0,0,2,244.22,-113.6501367,53.48743475
20599,3730173,212.34,0,1,1,488500,603.69,1,0,0,2,253.21,-113.650409,53.48695929
20600,3730645,198.88,1,1,1,496000,603.24,1,0,0,2,243.77,-113.6503892,53.48743549
20601,3730181,208.52,1,1,1,513000,603.73,1,0,0,2,255.24,-113.6506615,53.48696003
20602,3730199,175.13,1,1,0,474500,603.78,1,0,0,2,228.42,-113.650914,53.48696077
20603,3730215,142.1,1,1,1,481000,613.3,1,0,0,2,182.97,-113.6511696,53.48695927
20604,3730678,131.17,0,1,1,455500,640.09,1,0,0,2,177.89,-113.6511582,53.48743549
20605,3730223,192.96,0,1,1,483000,636.797,1,0,0,2,237.85,-113.6514948,53.48693775
20606,3730231,184.29,0,1,1,524000,1009.788,1,0,0,2,227.17,-113.6518124,53.48697687
20607,3730249,197.87,1,1,1,500000,667.9,1,0,0,2,236.73,-113.65191,53.48710296
20608,9947070,130.64,1,1,1,424000,423.837,1,0,0,2,169.64,-113.6533412,53.48720596
20609,9947069,124.6,1,1,1,457000,414.662,1,0,0,2,164.92,-113.653531,53.48720651
20610,9947025,115.6,1,1,0,431500,402.412,1,0,0,2,150.4,-113.6535434,53.48766034
20611,9947068,140.7,0,1,1,410500,414.68,1,0,0,2,179.13,-113.6537147,53.48720704
20612,9947026,106.9,1,1,0,405000,402.402,1,0,0,2,145.7,-113.6537272,53.48766088
20613,9947067,138.5,0,1,1,411000,414.699,1,0,0,2,175.5,-113.6538985,53.48720758
20614,9947027,122.4,1,1,1,433500,402.404,1,0,0,2,160.8,-113.6539109,53.48766141
20615,9947066,158.1,0,1,1,432500,414.716,1,0,0,2,196.9,-113.6540823,53.48720811
20616,9947028,156.9,1,1,1,432500,402.416,1,0,0,2,193.2,-113.6540947,53.48766194
20617,9947064,114.6,0,1,1,398500,414.752,1,0,0,2,148.9,-113.6544498,53.48720468
20618,9947030,112.5,0,1,1,412000,507.373,1,0,0,2,161.0,-113.6545038,53.48765863
20619,9947063,137.3,0,1,1,414000,420.197,1,0,0,2,176.4,-113.6546448,53.48720075
20620,9947062,125.7,1,1,1,401500,523.296,1,0,1,2,170.1,-113.6549095,53.48717231
20621,9947061,192.9,1,1,1,514500,965.38,1,0,1,2,251.9,-113.6551958,53.4872248
20622,9947060,112.6,0,1,1,439000,626.576,1,0,0,2,158.0,-113.6553107,53.48733746
20623,6635528,99.68,1,1,0,332000,545.571,1,0,0,1,161.73,-113.4215814,53.60450247
20624,6635510,117.84,1,1,0,344500,557.418,1,0,0,1,171.13,-113.421439,53.60460961
20625,6635486,91.64,1,0,0,284000,557.41,1,0,0,1,91.64,-113.4212874,53.60471222
20626,6635460,135.12,1,1,1,354000,548.686,1,0,0,1,175.99,-113.4209383,53.60490822
20627,6635437,117.82,1,1,0,362000,520.289,1,0,1,1,162.71,-113.4208048,53.6050154
20628,6635429,91.64,1,1,0,315500,557.341,1,0,0,1,144.93,-113.4207731,53.60515004
20629,6635403,96.38,1,1,0,307500,501.591,1,0,0,1,129.21,-113.4206925,53.60527096
20630,6635387,99.68,0,1,0,291500,501.606,1,0,0,1,152.97,-113.4206161,53.60538741
20631,6635361,82.5,1,1,0,302500,501.586,1,0,0,1,140.17,-113.4205144,53.60553968
20632,6635346,82.5,1,1,0,303000,549.864,1,0,0,1,122.65,-113.4203328,53.60575446
20633,6635320,118.67,1,1,0,361000,569.798,1,0,0,1,200.66,-113.4203175,53.60589816
20634,6635312,91.64,1,1,0,306000,557.283,1,0,0,1,127.41,-113.4203169,53.60605092
20635,6635296,110.18,1,1,0,332000,557.301,1,0,0,1,159.09,-113.4203164,53.60618571
20636,6635288,117.84,1,1,0,334500,546.831,1,0,0,1,171.13,-113.4203159,53.60632498
20637,6635270,115.73,1,1,0,335500,583.955,1,0,0,1,164.64,-113.4201768,53.60659614
20638,4044764,140.48,0,1,1,411000,709.8,1,0,0,1,207.58,-113.4201671,53.61251333
20639,4044756,189.58,1,1,1,417000,568.15,1,0,0,1,230.54,-113.4198922,53.61248055
20640,4044749,108.89,1,1,1,434000,628.35,1,1,0,1,156.45,-113.4195514,53.61242049
20641,4044731,249.57,1,1,1,527000,869.41,1,1,0,1,298.48,-113.4193706,53.6124915
20642,4044723,123.66,1,1,0,406000,577.48,1,1,0,1,171.85,-113.4192951,53.61265962
20643,4044715,213.29,1,1,1,455000,587.03,1,0,0,1,260.4,-113.41929,53.61288874
20644,4044699,154.2,0,1,1,428000,885.29,1,0,0,1,204.4,-113.4193618,53.61306431
20645,4044681,155.86,0,1,1,433000,638.75,1,0,0,1,202.76,-113.4195401,53.61313482
20646,4044673,155.81,0,1,1,392500,573.35,1,0,0,1,196.68,-113.4198829,53.61307582
20647,4044665,230.42,0,1,1,461500,673.88,1,0,0,1,272.4,-113.4201135,53.61304549
20648,10020419,103.8,0,1,0,393000,427.211,1,0,0,1,152.9,-113.4156803,53.62289049
20649,10020417,134.1,1,1,1,432000,434.507,1,0,0,1,176.8,-113.4154361,53.62305553
20650,10020415,139.8,1,1,1,441500,498.89,1,0,0,1,185.8,-113.4153646,53.62320794
