,build_year_mbc
36367,17.0
36368,16.0
36369,16.0
36370,16.0
36371,16.0
36372,16.0
36373,16.0
36374,16.0
36375,16.0
36376,16.0
36377,16.0
36378,16.0
36379,16.0
36380,16.0
36381,17.0
36382,16.0
36383,16.0
36384,16.0
36385,16.0
36386,16.0
36387,16.0
36388,16.0
36389,16.0
36390,16.0
36391,16.0
36392,16.0
36393,16.0
36394,16.0
36395,16.0
36396,16.0
36397,16.0
36398,16.0
36399,16.0
36400,16.0
36401,16.0
36402,16.0
36403,16.0
36404,15.0
36405,16.0
36406,16.0
36407,16.0
36408,17.0
36409,17.0
36410,17.0
36411,16.0
36412,16.0
36413,16.0
36414,16.0
36415,16.0
36416,16.0
36417,16.0
36418,16.0
36419,16.0
36420,16.0
36421,16.0
36422,16.0
36423,15.0
36424,15.0
36425,17.0
36426,18.0
36427,17.0
36428,18.0
36429,17.0
36430,17.0
36431,17.0
36432,17.0
36433,17.0
36434,17.0
36435,16.0
36436,17.0
36437,17.0
36438,16.0
36439,16.0
36440,16.0
36441,17.0
36442,17.0
36443,18.0
36444,18.0
36445,17.0
36446,18.0
36447,16.0
36448,16.0
36449,17.0
36450,17.0
36451,17.0
36452,17.0
36453,16.0
36454,16.0
36455,18.0
36456,18.0
36457,18.0
36458,19.0
36459,19.0
36460,19.0
36461,19.0
36462,19.0
36463,18.0
36464,19.0
36465,18.0
36466,19.0
36467,16.0
36468,19.0
36469,18.0
36470,19.0
36471,19.0
36472,19.0
36473,19.0
36474,19.0
36475,19.0
36476,18.0
36477,34.0
36478,47.0
36479,33.0
36480,47.0
36481,34.0
36482,47.0
36483,47.0
36484,34.0
36485,47.0
36486,47.0
36487,33.0
36488,36.0
36489,35.0
36490,32.0
36491,36.0
36492,35.0
36493,43.0
36494,36.0
36495,35.0
36496,34.0
36497,35.0
36498,36.0
36499,14.0
36500,14.0
36501,11.0
36502,14.0
36503,14.0
36504,14.0
36505,14.0
36506,12.0
36507,12.0
36508,34.151212518231034
36509,13.0
36510,12.0
36511,11.0
36512,14.0
36513,13.0
36514,13.0
36515,10.0
36516,10.0
36517,8.0
36518,11.0
36519,11.0
36520,9.0
36521,14.0
36522,10.0
36523,10.0
36524,34.151212518231034
36525,12.0
36526,8.0
36527,34.151212518231034
36528,13.0
36529,10.0
36530,34.151212518231034
36531,10.0
36532,12.0
36533,34.151212518231034
36534,13.0
36535,13.0
36536,14.0
36537,14.0
36538,14.0
36539,13.0
36540,14.0
36541,14.0
36542,14.0
36543,13.0
36544,14.0
36545,13.0
36546,12.0
36547,14.0
36548,11.0
36549,13.0
36550,11.0
36551,34.151212518231034
36552,11.0
36553,12.0
36554,13.0
36555,12.0
36556,13.0
36557,9.0
36558,13.0
36559,13.0
36560,12.0
36561,12.0
36562,12.0
36563,10.0
36564,13.0
36565,12.0
36566,12.0
36567,12.0
36568,12.0
36569,15.0
36570,10.0
36571,15.0
36572,14.0
36573,15.0
36574,11.0
36575,15.0
36576,12.0
36577,12.0
36578,17.0
36579,17.0
36580,17.0
36581,17.0
36582,16.0
36583,16.0
36584,16.0
36585,16.0
36586,16.0
36587,16.0
36588,16.0
36589,16.0
36590,16.0
36591,16.0
36592,16.0
36593,16.0
36594,16.0
36595,16.0
36596,16.0
36597,16.0
36598,16.0
36599,16.0
36600,17.0
36601,17.0
36602,17.0
36603,17.0
36604,17.0
36605,17.0
36606,17.0
36607,17.0
36608,17.0
36609,17.0
36610,17.0
36611,17.0
36612,17.0
36613,17.0
36614,17.0
36615,17.0
36616,17.0
36617,17.0
36618,17.0
36619,16.0
36620,17.0
36621,17.0
36622,17.0
36623,17.0
36624,17.0
36625,17.0
36626,17.0
36627,16.0
36628,17.0
36629,17.0
36630,17.0
36631,18.0
36632,17.0
36633,17.0
36634,18.0
36635,17.0
36636,17.0
36637,17.0
36638,17.0
36639,17.0
36640,17.0
36641,18.0
36642,17.0
36643,18.0
36644,17.0
36645,17.0
36646,17.0
36647,17.0
36648,17.0
36649,17.0
36650,17.0
36651,17.0
36652,17.0
36653,18.0
36654,17.0
36655,17.0
36656,17.0
36657,17.0
36658,18.0
36659,17.0
36660,19.0
36661,18.0
36662,19.0
36663,17.0
36664,18.0
36665,17.0
36666,18.0
36667,17.0
36668,18.0
36669,18.0
36670,18.0
36671,18.0
36672,18.0
36673,17.0
36674,18.0
36675,18.0
36676,18.0
36677,18.0
36678,19.0
36679,17.0
36680,17.0
36681,16.0
36682,18.0
36683,17.0
36684,18.0
36685,18.0
36686,18.0
36687,18.0
36688,19.0
36689,17.0
36690,19.0
36691,19.0
36692,18.0
36693,18.0
36694,18.0
36695,18.0
36696,18.0
36697,19.0
36698,18.0
36699,19.0
36700,19.0
36701,19.0
36702,18.0
36703,17.0
36704,19.0
36705,17.0
36706,18.0
36707,18.0
36708,19.0
36709,19.0
36710,19.0
36711,19.0
36712,18.0
36713,19.0
36714,18.0
36715,19.0
36716,19.0
36717,18.0
36718,18.0
36719,19.0
36720,18.0
36721,19.0
36722,19.0
36723,19.0
36724,19.0
36725,19.0
36726,57.0
36727,64.0
36728,65.0
36729,65.0
36730,65.0
36731,65.0
36732,65.0
36733,56.0
36734,56.0
36735,65.0
36736,55.0
36737,65.0
36738,65.0
36739,65.0
36740,8.0
36741,10.0
36742,10.0
36743,11.0
36744,9.0
36745,11.0
36746,9.0
36747,11.0
36748,9.0
36749,10.0
36750,10.0
36751,9.0
36752,10.0
36753,9.0
36754,11.0
36755,8.0
36756,10.0
36757,10.0
36758,9.0
36759,9.0
36760,34.151212518231034
36761,10.0
36762,9.0
36763,9.0
36764,9.0
36765,10.0
36766,9.0
36767,9.0
36768,9.0
36769,9.0
36770,9.0
36771,9.0
36772,8.0
36773,11.0
36774,8.0
36775,11.0
36776,9.0
36777,34.151212518231034
36778,8.0
36779,11.0
36780,10.0
36781,9.0
36782,10.0
36783,11.0
36784,11.0
36785,11.0
36786,11.0
36787,11.0
36788,11.0
36789,11.0
36790,10.0
36791,10.0
36792,10.0
36793,10.0
36794,10.0
36795,10.0
36796,10.0
36797,10.0
36798,10.0
36799,59.0
36800,60.0
36801,60.0
36802,61.0
36803,61.0
36804,58.0
36805,61.0
36806,60.0
36807,61.0
36808,63.0
36809,60.0
36810,61.0
36811,61.0
36812,61.0
36813,61.0
36814,61.0
36815,62.0
36816,62.0
36817,59.0
36818,62.0
36819,61.0
36820,60.0
36821,61.0
36822,62.0
36823,16.0
36824,16.0
36825,16.0
36826,16.0
36827,16.0
36828,16.0
36829,16.0
36830,17.0
36831,16.0
36832,16.0
36833,16.0
36834,17.0
36835,17.0
36836,17.0
36837,17.0
36838,16.0
36839,16.0
36840,16.0
36841,16.0
36842,16.0
36843,16.0
36844,16.0
36845,17.0
36846,16.0
36847,17.0
36848,16.0
36849,16.0
36850,49.0
36851,46.0
36852,46.0
36853,46.0
36854,46.0
36855,46.0
36856,46.0
36857,46.0
36858,46.0
36859,46.0
36860,46.0
36861,46.0
36862,46.0
36863,46.0
36864,45.0
36865,45.0
36866,44.0
36867,45.0
36868,35.0
36869,49.0
36870,48.0
36871,47.0
36872,48.0
36873,48.0
36874,49.0
36875,48.0
36876,48.0
36877,48.0
36878,49.0
36879,48.0
36880,48.0
36881,48.0
36882,48.0
36883,48.0
36884,9.0
36885,9.0
36886,9.0
36887,9.0
36888,9.0
36889,8.0
36890,10.0
36891,9.0
36892,10.0
36893,9.0
36894,9.0
36895,9.0
36896,8.0
36897,10.0
36898,8.0
36899,9.0
36900,8.0
36901,9.0
36902,9.0
36903,34.151212518231034
36904,9.0
36905,9.0
36906,8.0
36907,9.0
36908,9.0
36909,9.0
36910,34.151212518231034
36911,8.0
36912,9.0
36913,9.0
36914,9.0
36915,8.0
36916,9.0
36917,9.0
36918,9.0
36919,9.0
36920,9.0
36921,9.0
36922,9.0
36923,9.0
36924,12.0
36925,13.0
36926,14.0
36927,10.0
36928,13.0
36929,14.0
36930,14.0
36931,13.0
36932,14.0
36933,11.0
36934,12.0
36935,13.0
36936,13.0
36937,12.0
36938,13.0
36939,12.0
36940,11.0
36941,13.0
36942,12.0
36943,14.0
36944,11.0
36945,12.0
36946,14.0
36947,14.0
36948,8.0
36949,11.0
36950,14.0
36951,13.0
36952,12.0
36953,14.0
36954,12.0
36955,13.0
36956,9.0
36957,34.151212518231034
36958,14.0
36959,13.0
36960,13.0
36961,11.0
36962,13.0
36963,13.0
36964,11.0
36965,13.0
36966,14.0
36967,34.151212518231034
36968,13.0
36969,11.0
36970,13.0
36971,13.0
36972,14.0
36973,34.151212518231034
36974,13.0
36975,13.0
36976,13.0
36977,13.0
36978,13.0
36979,13.0
36980,14.0
36981,14.0
36982,11.0
36983,14.0
36984,11.0
36985,11.0
36986,10.0
36987,10.0
36988,11.0
36989,11.0
36990,11.0
36991,11.0
36992,11.0
36993,11.0
36994,34.151212518231034
36995,12.0
36996,14.0
36997,11.0
36998,15.0
36999,13.0
37000,12.0
37001,12.0
37002,12.0
37003,15.0
37004,13.0
37005,14.0
37006,13.0
37007,10.0
37008,34.151212518231034
37009,34.151212518231034
37010,34.151212518231034
37011,34.151212518231034
37012,34.151212518231034
37013,34.151212518231034
37014,34.151212518231034
37015,34.151212518231034
37016,34.151212518231034
37017,34.151212518231034
37018,34.151212518231034
37019,34.151212518231034
37020,34.151212518231034
37021,34.151212518231034
37022,34.151212518231034
37023,34.151212518231034
37024,34.151212518231034
37025,34.151212518231034
37026,34.151212518231034
37027,34.0
37028,36.0
37029,32.0
37030,34.0
37031,34.0
37032,34.0
37033,34.0
37034,33.0
37035,36.0
37036,37.0
37037,36.0
37038,36.0
37039,37.0
37040,36.0
37041,35.0
37042,36.0
37043,35.0
37044,34.0
37045,33.0
37046,35.0
37047,37.0
37048,37.0
37049,37.0
37050,37.0
37051,36.0
37052,35.0
37053,36.0
37054,35.0
37055,37.0
37056,37.0
37057,35.0
37058,34.0
37059,35.0
37060,33.0
37061,34.0
37062,34.0
37063,34.0
37064,35.0
37065,34.0
37066,36.0
37067,34.0
37068,35.0
37069,34.0
37070,34.0
37071,35.0
37072,34.0
37073,33.0
37074,35.0
37075,35.0
37076,33.0
37077,35.0
37078,35.0
37079,35.0
37080,35.0
37081,34.0
37082,35.0
37083,35.0
37084,35.0
37085,34.0
37086,35.0
37087,35.0
37088,33.0
37089,35.0
37090,35.0
37091,36.0
37092,35.0
37093,36.0
37094,34.0
37095,36.0
37096,36.0
37097,35.0
37098,34.0
37099,36.0
37100,34.0
37101,36.0
37102,37.0
37103,32.0
37104,36.0
37105,36.0
37106,37.0
37107,36.0
37108,35.0
37109,36.0
37110,37.0
37111,36.0
37112,36.0
37113,36.0
37114,37.0
37115,36.0
37116,37.0
37117,37.0
37118,35.0
37119,37.0
37120,36.0
37121,34.0
37122,33.0
37123,36.0
37124,36.0
37125,36.0
37126,36.0
37127,35.0
37128,34.0
37129,34.0
37130,34.0
37131,36.0
37132,37.0
37133,37.0
37134,37.0
37135,37.0
37136,37.0
37137,33.0
37138,37.0
37139,33.0
37140,30.0
37141,36.0
37142,36.0
37143,32.0
37144,35.0
37145,35.0
37146,36.0
37147,37.0
37148,36.0
37149,36.0
37150,36.0
37151,34.0
37152,36.0
37153,35.0
37154,32.0
37155,35.0
37156,36.0
37157,36.0
37158,36.0
37159,34.0
37160,9.0
37161,9.0
37162,9.0
37163,11.0
37164,11.0
37165,11.0
37166,11.0
37167,11.0
37168,11.0
37169,11.0
37170,11.0
37171,11.0
37172,11.0
37173,8.0
37174,34.0
37175,34.0
37176,32.0
37177,34.0
37178,34.0
37179,33.0
37180,34.0
37181,33.0
37182,26.0
37183,25.0
37184,22.0
37185,26.0
37186,26.0
37187,27.0
37188,26.0
37189,26.0
37190,26.0
37191,23.0
37192,24.0
37193,23.0
37194,24.0
37195,20.0
37196,24.0
37197,21.0
37198,23.0
37199,21.0
37200,23.0
37201,22.0
37202,20.0
37203,29.0
37204,28.0
37205,28.0
37206,27.0
37207,23.0
37208,26.0
37209,25.0
37210,27.0
37211,25.0
37212,27.0
37213,28.0
37214,28.0
37215,28.0
37216,28.0
37217,28.0
37218,23.0
37219,28.0
37220,29.0
37221,29.0
37222,29.0
37223,29.0
37224,29.0
37225,29.0
37226,29.0
37227,29.0
37228,29.0
37229,28.0
37230,26.0
37231,25.0
37232,9.0
37233,8.0
37234,9.0
37235,9.0
37236,8.0
37237,32.0
37238,32.0
37239,32.0
37240,32.0
37241,32.0
37242,27.0
37243,32.0
37244,32.0
37245,32.0
37246,31.0
37247,30.0
37248,32.0
37249,32.0
37250,32.0
37251,28.0
37252,32.0
37253,32.0
37254,32.0
37255,32.0
37256,32.0
37257,29.0
37258,32.0
37259,32.0
37260,32.0
37261,32.0
37262,32.0
37263,32.0
37264,25.0
37265,32.0
37266,29.0
37267,32.0
37268,33.0
37269,33.0
37270,33.0
37271,33.0
37272,33.0
37273,33.0
37274,29.0
37275,32.0
37276,34.0
37277,34.0
37278,34.0
37279,32.0
37280,33.0
37281,34.0
37282,32.0
37283,34.0
37284,33.0
37285,32.0
37286,32.0
37287,32.0
37288,33.0
37289,33.0
37290,31.0
37291,32.0
37292,33.0
37293,33.0
37294,32.0
37295,32.0
37296,29.0
37297,34.0
37298,33.0
37299,33.0
37300,33.0
37301,33.0
37302,33.0
37303,32.0
37304,33.0
37305,30.0
37306,32.0
37307,33.0
37308,33.0
37309,17.0
37310,36.0
37311,36.0
37312,37.0
37313,36.0
37314,33.0
37315,34.0
37316,36.0
37317,34.0
37318,33.0
37319,33.0
37320,37.0
37321,35.0
37322,36.0
37323,36.0
37324,37.0
37325,37.0
37326,36.0
37327,35.0
37328,36.0
37329,34.0
37330,36.0
37331,37.0
37332,34.151212518231034
37333,34.151212518231034
37334,34.151212518231034
37335,8.0
37336,34.151212518231034
37337,34.151212518231034
37338,34.151212518231034
37339,34.151212518231034
37340,34.151212518231034
37341,34.151212518231034
37342,34.151212518231034
37343,34.151212518231034
37344,34.151212518231034
37345,34.151212518231034
37346,34.151212518231034
37347,34.151212518231034
37348,34.151212518231034
37349,34.151212518231034
37350,34.151212518231034
37351,34.151212518231034
37352,34.151212518231034
37353,9.0
37354,34.151212518231034
37355,34.151212518231034
37356,34.151212518231034
37357,34.151212518231034
37358,34.151212518231034
37359,34.151212518231034
37360,34.151212518231034
37361,34.151212518231034
37362,8.0
37363,34.151212518231034
37364,34.151212518231034
37365,34.151212518231034
37366,34.151212518231034
37367,8.0
37368,34.151212518231034
37369,8.0
37370,34.151212518231034
37371,34.151212518231034
37372,34.151212518231034
37373,34.151212518231034
37374,34.151212518231034
37375,34.151212518231034
37376,34.151212518231034
37377,34.151212518231034
37378,9.0
37379,9.0
37380,9.0
37381,19.0
37382,19.0
37383,19.0
37384,19.0
37385,16.0
37386,19.0
37387,17.0
37388,19.0
37389,19.0
37390,17.0
37391,19.0
37392,19.0
37393,17.0
37394,18.0
37395,19.0
37396,18.0
37397,11.0
37398,19.0
37399,18.0
37400,17.0
37401,18.0
37402,17.0
37403,19.0
37404,17.0
37405,18.0
37406,17.0
37407,17.0
37408,17.0
37409,18.0
37410,28.0
37411,29.0
37412,24.0
37413,28.0
37414,25.0
37415,30.0
37416,25.0
37417,25.0
37418,30.0
37419,30.0
37420,25.0
37421,26.0
37422,29.0
37423,11.0
37424,68.0
37425,66.0
37426,66.0
37427,62.0
37428,64.0
37429,55.0
37430,15.0
37431,65.0
37432,17.0
37433,50.0
37434,41.0
37435,58.0
37436,68.0
37437,68.0
37438,68.0
37439,64.0
37440,68.0
37441,29.0
37442,9.0
37443,14.0
37444,50.0
37445,12.0
37446,66.0
37447,66.0
37448,66.0
37449,67.0
37450,66.0
37451,45.0
37452,65.0
37453,47.0
37454,48.0
37455,66.0
37456,34.151212518231034
37457,34.151212518231034
37458,34.151212518231034
37459,34.151212518231034
37460,34.151212518231034
37461,34.151212518231034
37462,34.151212518231034
37463,34.151212518231034
37464,34.151212518231034
37465,34.151212518231034
37466,34.151212518231034
37467,34.151212518231034
37468,34.151212518231034
37469,34.151212518231034
37470,34.151212518231034
37471,34.151212518231034
37472,34.151212518231034
37473,34.151212518231034
37474,34.151212518231034
37475,34.151212518231034
37476,34.151212518231034
37477,34.151212518231034
37478,34.151212518231034
37479,34.151212518231034
37480,34.151212518231034
37481,34.151212518231034
37482,34.151212518231034
37483,34.151212518231034
37484,34.151212518231034
37485,34.151212518231034
37486,34.151212518231034
37487,34.151212518231034
37488,34.151212518231034
37489,34.151212518231034
37490,34.151212518231034
37491,34.151212518231034
37492,34.151212518231034
37493,34.151212518231034
37494,34.151212518231034
37495,34.151212518231034
37496,34.151212518231034
37497,34.151212518231034
37498,34.151212518231034
37499,34.151212518231034
37500,34.151212518231034
37501,34.151212518231034
37502,34.151212518231034
37503,34.151212518231034
37504,34.151212518231034
37505,34.151212518231034
37506,34.151212518231034
37507,34.151212518231034
37508,34.151212518231034
37509,34.151212518231034
37510,34.151212518231034
37511,34.151212518231034
37512,34.151212518231034
37513,54.0
37514,49.0
37515,54.0
37516,54.0
37517,54.0
37518,54.0
37519,53.0
37520,54.0
37521,54.0
37522,54.0
37523,54.0
37524,54.0
37525,54.0
37526,52.0
37527,54.0
37528,54.0
37529,53.0
37530,54.0
37531,48.0
37532,43.0
37533,53.0
37534,39.0
37535,53.0
37536,54.0
37537,49.0
37538,34.151212518231034
37539,43.0
37540,57.0
37541,62.0
37542,53.0
37543,53.0
37544,60.0
37545,50.0
37546,53.0
37547,49.0
37548,53.0
37549,60.0
37550,53.0
37551,52.0
37552,53.0
37553,54.0
37554,50.0
37555,53.0
37556,53.0
37557,50.0
37558,54.0
37559,43.0
37560,53.0
37561,53.0
37562,53.0
37563,54.0
37564,53.0
37565,54.0
37566,52.0
37567,54.0
37568,54.0
37569,46.0
37570,53.0
37571,50.0
37572,54.0
37573,53.0
37574,53.0
37575,53.0
37576,53.0
37577,49.0
37578,53.0
37579,53.0
37580,34.0
37581,32.0
37582,35.0
37583,35.0
37584,24.0
37585,31.0
37586,24.0
37587,28.0
37588,25.0
37589,30.0
37590,25.0
37591,30.0
37592,30.0
37593,30.0
37594,26.0
37595,30.0
37596,29.0
37597,28.0
37598,28.0
37599,29.0
37600,31.0
37601,28.0
37602,30.0
37603,29.0
37604,31.0
37605,30.0
37606,26.0
37607,29.0
37608,30.0
37609,26.0
37610,12.0
37611,12.0
37612,11.0
37613,14.0
37614,14.0
37615,13.0
37616,12.0
37617,34.151212518231034
37618,9.0
37619,9.0
37620,34.151212518231034
37621,11.0
37622,10.0
37623,29.0
37624,23.0
37625,28.0
37626,25.0
37627,29.0
37628,29.0
37629,28.0
37630,28.0
37631,30.0
37632,26.0
37633,29.0
37634,26.0
37635,29.0
37636,25.0
37637,29.0
37638,28.0
37639,29.0
37640,25.0
37641,26.0
37642,30.0
37643,30.0
37644,23.0
37645,28.0
37646,29.0
37647,24.0
37648,28.0
37649,27.0
37650,26.0
37651,30.0
37652,28.0
37653,26.0
37654,30.0
37655,26.0
37656,26.0
37657,25.0
37658,29.0
37659,29.0
37660,26.0
37661,29.0
37662,25.0
37663,24.0
37664,22.0
37665,20.0
37666,19.0
37667,20.0
37668,21.0
37669,20.0
37670,20.0
37671,19.0
37672,20.0
37673,20.0
37674,21.0
37675,21.0
37676,38.0
37677,35.0
37678,36.0
37679,37.0
37680,30.0
37681,31.0
37682,29.0
37683,31.0
37684,35.0
37685,34.0
37686,33.0
37687,34.0
37688,27.0
37689,34.0
37690,35.0
37691,34.151212518231034
37692,34.151212518231034
37693,34.151212518231034
37694,34.151212518231034
37695,34.151212518231034
37696,34.151212518231034
37697,34.151212518231034
37698,34.151212518231034
37699,34.151212518231034
37700,34.151212518231034
37701,34.151212518231034
37702,34.151212518231034
37703,34.151212518231034
37704,34.151212518231034
37705,34.151212518231034
37706,34.151212518231034
37707,34.151212518231034
37708,34.151212518231034
37709,8.0
37710,8.0
37711,34.151212518231034
37712,34.151212518231034
37713,34.151212518231034
37714,34.151212518231034
37715,34.151212518231034
37716,34.151212518231034
37717,34.151212518231034
37718,34.151212518231034
37719,34.151212518231034
37720,34.151212518231034
37721,34.151212518231034
37722,34.151212518231034
37723,34.151212518231034
37724,34.151212518231034
37725,34.151212518231034
37726,34.151212518231034
37727,34.151212518231034
37728,34.151212518231034
37729,34.151212518231034
37730,34.151212518231034
37731,34.151212518231034
37732,34.151212518231034
37733,34.151212518231034
37734,34.151212518231034
37735,34.151212518231034
37736,34.151212518231034
37737,34.151212518231034
37738,34.151212518231034
37739,34.151212518231034
37740,34.151212518231034
37741,34.151212518231034
37742,34.151212518231034
37743,34.151212518231034
37744,34.151212518231034
37745,34.151212518231034
37746,34.151212518231034
37747,34.151212518231034
37748,34.151212518231034
37749,34.151212518231034
37750,34.151212518231034
37751,34.151212518231034
37752,34.151212518231034
37753,34.151212518231034
37754,34.151212518231034
37755,34.151212518231034
37756,34.151212518231034
37757,34.151212518231034
37758,48.0
37759,51.0
37760,50.0
37761,52.0
37762,50.0
37763,49.0
37764,52.0
37765,48.0
37766,52.0
37767,49.0
37768,53.0
37769,53.0
37770,53.0
37771,53.0
37772,52.0
37773,49.0
37774,53.0
37775,51.0
37776,51.0
37777,51.0
37778,52.0
37779,49.0
37780,52.0
37781,50.0
37782,53.0
37783,53.0
37784,46.0
37785,49.0
37786,52.0
37787,52.0
37788,40.0
37789,38.0
37790,38.0
37791,36.0
37792,40.0
37793,41.0
37794,39.0
37795,40.0
37796,35.0
37797,42.0
37798,39.0
37799,39.0
37800,37.0
37801,41.0
37802,41.0
37803,42.0
37804,40.0
37805,38.0
37806,39.0
37807,41.0
37808,42.0
37809,39.0
37810,39.0
37811,41.0
37812,39.0
37813,41.0
37814,37.0
37815,36.0
37816,41.0
37817,32.0
37818,39.0
37819,39.0
37820,39.0
37821,38.0
37822,42.0
37823,32.0
37824,35.0
37825,37.0
37826,39.0
37827,40.0
37828,40.0
37829,40.0
37830,39.0
37831,39.0
37832,39.0
37833,41.0
37834,39.0
37835,41.0
37836,39.0
37837,41.0
37838,32.0
37839,42.0
37840,34.151212518231034
37841,39.0
37842,41.0
37843,42.0
37844,42.0
37845,41.0
37846,42.0
37847,38.0
37848,42.0
37849,35.0
37850,36.0
37851,41.0
37852,36.0
37853,42.0
37854,34.151212518231034
37855,34.151212518231034
37856,34.151212518231034
37857,34.151212518231034
37858,34.151212518231034
37859,34.151212518231034
37860,34.151212518231034
37861,34.151212518231034
37862,34.151212518231034
37863,34.151212518231034
37864,34.151212518231034
37865,34.151212518231034
37866,34.151212518231034
37867,34.151212518231034
37868,34.151212518231034
37869,34.151212518231034
37870,34.151212518231034
37871,34.151212518231034
37872,34.151212518231034
37873,51.0
37874,51.0
37875,70.0
37876,72.0
37877,72.0
37878,23.0
37879,8.0
37880,35.0
37881,69.0
37882,51.0
37883,61.0
37884,45.0
37885,59.0
37886,45.0
37887,63.0
37888,40.0
37889,71.0
37890,71.0
37891,69.0
37892,66.0
37893,70.0
37894,68.0
37895,64.0
37896,68.0
37897,57.0
37898,70.0
37899,34.0
37900,71.0
37901,68.0
37902,69.0
37903,100.0
37904,21.0
37905,70.0
37906,62.0
37907,62.0
37908,72.0
37909,8.0
37910,15.0
37911,11.0
37912,80.0
37913,65.0
37914,65.0
37915,23.0
37916,58.0
37917,24.0
37918,20.0
37919,21.0
37920,21.0
37921,24.0
37922,33.0
37923,34.0
37924,33.0
37925,33.0
37926,33.0
37927,33.0
37928,33.0
37929,33.0
37930,32.0
37931,33.0
37932,33.0
37933,34.0
37934,33.0
37935,33.0
37936,33.0
37937,34.0
37938,33.0
37939,33.0
37940,33.0
37941,33.0
37942,33.0
37943,32.0
37944,31.0
37945,33.0
37946,34.0
37947,34.0
37948,33.0
37949,33.0
37950,33.0
37951,33.0
37952,32.0
37953,33.0
37954,32.0
37955,33.0
37956,33.0
37957,32.0
37958,33.0
37959,33.0
37960,32.0
37961,34.151212518231034
37962,31.0
37963,32.0
37964,31.0
37965,33.0
37966,31.0
37967,33.0
37968,31.0
37969,32.0
37970,32.0
37971,31.0
37972,33.0
37973,32.0
37974,24.0
37975,32.0
37976,32.0
37977,32.0
37978,32.0
37979,32.0
37980,33.0
37981,32.0
37982,33.0
37983,33.0
37984,32.0
37985,32.0
37986,32.0
37987,32.0
37988,32.0
37989,35.0
37990,35.0
37991,35.0
37992,35.0
37993,34.0
37994,34.0
37995,34.0
37996,35.0
37997,35.0
37998,34.0
37999,35.0
38000,35.0
38001,35.0
38002,35.0
38003,35.0
38004,35.0
38005,35.0
38006,35.0
38007,35.0
38008,35.0
38009,35.0
38010,35.0
38011,35.0
38012,35.0
38013,35.0
38014,35.0
38015,35.0
38016,35.0
38017,35.0
38018,35.0
38019,35.0
38020,35.0
38021,35.0
38022,35.0
38023,35.0
38024,32.0
38025,27.0
38026,29.0
38027,28.0
38028,26.0
38029,28.0
38030,26.0
38031,25.0
38032,26.0
38033,25.0
38034,25.0
38035,26.0
38036,25.0
38037,26.0
38038,26.0
38039,24.0
38040,28.0
38041,27.0
38042,26.0
38043,28.0
38044,29.0
38045,27.0
38046,29.0
38047,28.0
38048,28.0
38049,27.0
38050,28.0
38051,26.0
38052,26.0
38053,26.0
38054,26.0
38055,23.0
38056,25.0
38057,26.0
38058,26.0
38059,26.0
38060,28.0
38061,26.0
38062,31.0
38063,30.0
38064,31.0
38065,30.0
38066,31.0
38067,30.0
38068,30.0
38069,31.0
38070,31.0
38071,31.0
38072,31.0
38073,31.0
38074,31.0
38075,31.0
38076,31.0
38077,31.0
38078,31.0
38079,32.0
38080,38.0
38081,38.0
38082,39.0
38083,37.0
38084,39.0
38085,37.0
38086,41.0
38087,41.0
38088,41.0
38089,39.0
38090,39.0
38091,38.0
38092,39.0
38093,35.0
38094,38.0
38095,39.0
38096,38.0
38097,40.0
38098,39.0
38099,41.0
38100,36.0
38101,41.0
38102,37.0
38103,41.0
38104,40.0
38105,41.0
38106,40.0
38107,39.0
38108,40.0
38109,41.0
38110,38.0
38111,39.0
38112,37.0
38113,38.0
38114,38.0
38115,39.0
38116,40.0
38117,39.0
38118,40.0
38119,39.0
38120,32.0
38121,41.0
38122,41.0
38123,41.0
38124,40.0
38125,41.0
38126,37.0
38127,41.0
38128,39.0
38129,41.0
38130,40.0
38131,39.0
38132,40.0
38133,40.0
38134,36.0
38135,40.0
38136,37.0
38137,40.0
38138,40.0
38139,40.0
38140,33.0
38141,37.0
38142,41.0
38143,37.0
38144,41.0
38145,38.0
38146,39.0
38147,41.0
38148,39.0
38149,39.0
38150,39.0
38151,38.0
38152,39.0
38153,41.0
38154,41.0
38155,39.0
38156,38.0
38157,38.0
38158,41.0
38159,41.0
38160,36.0
38161,41.0
38162,39.0
38163,38.0
38164,35.0
38165,37.0
38166,41.0
38167,39.0
38168,40.0
38169,37.0
38170,47.0
38171,16.0
38172,25.0
38173,45.0
38174,34.151212518231034
38175,46.0
38176,32.0
38177,47.0
38178,31.0
38179,18.0
38180,19.0
38181,47.0
38182,52.0
38183,37.0
38184,24.0
38185,30.0
38186,30.0
38187,47.0
38188,31.0
38189,37.0
38190,30.0
38191,14.0
38192,50.0
38193,51.0
38194,50.0
38195,50.0
38196,51.0
38197,51.0
38198,50.0
38199,50.0
38200,50.0
38201,51.0
38202,66.0
38203,60.0
38204,67.0
38205,34.151212518231034
38206,14.0
38207,66.0
38208,68.0
38209,21.0
38210,67.0
38211,31.0
38212,62.0
38213,38.0
38214,66.0
38215,24.0
38216,67.0
38217,44.0
38218,68.0
38219,66.0
38220,10.0
38221,58.0
38222,26.0
38223,34.151212518231034
38224,17.0
38225,13.0
38226,56.0
38227,67.0
38228,19.0
38229,19.0
38230,19.0
38231,19.0
38232,19.0
38233,19.0
38234,20.0
38235,19.0
38236,19.0
38237,19.0
